,Position,Driver,Car,Laps,Time,Points
4,1,Ralf Schumacher,Williams BMW,60,1:34:43.622,10
3,2,Juan Pablo Montoya,Williams BMW,60,+16.821s,8
2,3,Rubens Barrichello,Ferrari,60,+39.673s,6
8,4,Fernando Alonso,Renault,60,+65.731s,5
1,5,Michael Schumacher,Ferrari,60,+66.162s,4
14,6,Mark Webber,Jaguar Cosworth,59,+1 lap,3
17,7,Jenson Button,BAR Honda,59,+1 lap,2
9,8,Nick Heidfeld,Sauber Petronas,59,+1 lap,1
10,9,Heinz-Harald Frentzen,Sauber Petronas,59,+1 lap,0
15,10,Antonio Pizzonia,Jaguar Cosworth,59,+1 lap,0
12,11,Ralph Firman,Jordan Ford,58,+2 laps,0
11,12,Giancarlo Fisichella,Jordan Ford,58,+2 laps,0
18,13,Justin Wilson,Minardi Cosworth,58,+2 laps,0
19,14,Jos Verstappen,Minardi Cosworth,57,+3 laps,0
5,15,David Coulthard,McLaren Mercedes,56,DNF,0
21,NC,Cristiano da Matta,Toyota,53,DNF,0
16,NC,Jacques Villeneuve,BAR Honda,51,DNF,0
7,NC,Jarno Trulli,Renault,37,DNF,0
20,NC,Olivier Panis,Toyota,37,DNF,0
6,NC,Kimi Räikkönen,McLaren Mercedes,25,DNF,0
