,Position,Driver,Car,Time
6,1,Kimi Räikkönen,McLaren Mercedes,1:31.523
1,2,Michael Schumacher,Ferrari,1:31.555
4,3,Ralf Schumacher,Williams BMW,1:31.619
3,4,Juan Pablo Montoya,Williams BMW,1:31.765
2,5,Rubens Barrichello,Ferrari,1:31.780
7,6,Jarno Trulli,Renault,1:31.976
20,7,Olivier Panis,Toyota,1:32.350
8,8,Fernando Alonso,Renault,1:32.424
5,9,David Coulthard,McLaren Mercedes,1:32.742
21,10,Cristiano da Matta,Toyota,1:32.949
14,11,Mark Webber,Jaguar Cosworth,1:33.066
17,12,Jenson Button,BAR Honda,1:33.395
11,13,Giancarlo Fisichella,Jordan Ford,1:33.553
12,14,Ralph Firman,Jordan Ford,1:33.827
10,15,Heinz-Harald Frentzen,Sauber Petronas,1:34.000
15,16,Antonio Pizzonia,Jaguar Cosworth,1:34.159
16,17,Jacques Villeneuve,BAR Honda,1:34.596
19,18,Jos Verstappen,Minardi Cosworth,1:36.318
18,19,Justin Wilson,Minardi Cosworth,1:36.485
9,20,Nick Heidfeld,Sauber Petronas,
