,Position,Driver,Car,Laps,Time,Points
2,1,Alberto Ascari,Ferrari,90,2:53:28.500,9
4,2,Nino Farina,Ferrari,90,+40.100s,6
6,3,Luigi  Villoresi,Ferrari,90,+94.400s,4
32,4,Mike Hawthorn,Cooper Bristol,88,+2 laps,3
10,5,Robert  Manzon,Gordini,87,+3 laps,2
12,6,Maurice  Trintignant,Gordini,87,+3 laps,0
28,7,Duncan  Hamilton ,HWM Alta,85,+5 laps,0
26,8,Lance Macklin,HWM Alta,84,+6 laps,0
16,9,Jan Flinterman,Maserati,83,+7 laps,0
34,NC,Ken  Wharton,Frazer Nash,76,DNF,0
36,NC,Stirling Moss,ERA Bristol,73,DNF,0
30,NC,Dries van der Lof ,HWM Alta,70,DNC,0
22,NC,Ken  Downing,Connaught Lea Francis,27,DNF,0
24,NC,Charles de Tornaco,Ferrari,19,DNF,0
14,NC,Paul Frere,Simca-Gordini,15,DNF,0
8,NC,Jean Behra,Gordini,10,DNF,0
20,NC,Jan Flinterman,Maserati,7,DNF,0
18,NC,Gino Bianco,Maserati,4,DNF,0
