,Position,Driver,Car,Time
2,1,Alberto Ascari,Ferrari,1:46.500
4,2,Nino Farina,Ferrari,1:48.600
32,3,Mike Hawthorn,Cooper Bristol,1:51.600
6,4,Luigi  Villoresi,Ferrari,1:51.800
12,5,Maurice  Trintignant,Gordini,1:53.000
8,6,Jean Behra,Gordini,1:54.500
34,7,Ken  Wharton,Cooper Bristol,1:54.700
26,9,Lance Macklin,HWM Alta,1:55.200
28,10,Duncan  Hamilton ,HWM Alta,1:55.800
14,11,Paul Frere,Simca-Gordini,1:58.200
18,12,Gino Bianco,Maserati,1:58.200
22,13,Ken  Downing,Connaught Lea Francis,1:58.600
30,14,Dries van der Lof ,HWM Alta,1:59.400
20,15,Jan Flinterman,Maserati,2:01.800
16,16,Chico Landi,Maserati,2:02.100
24,17,Charles de Tornaco,Ferrari,2:03.700
36,18,Stirling Moss,ERA Bristol,
