,Position,Driver,Car,Time
11,1,Alain Prost,McLaren Honda,1:07.589
12,2,Ayrton Senna,McLaren Honda,1:08.067
28,3,Gerhard Berger,Ferrari,1:08.282
27,4,Michele Alboreto,Ferrari,1:09.422
20,5,Thierry Boutsen,Benetton Ford,1:09.587
19,6,Alessandro Nannini,Benetton Ford,1:09.718
1,7,Nelson Piquet,Lotus Honda,1:09.734
2,8,Satoru Nakajima,Lotus Honda,1:10.250
5,9,Nigel Mansell,Williams Judd,1:10.337
16,10,Ivan Capelli,March Judd,1:10.496
17,11,Derek Warwick,Arrows Megatron,1:10.634
22,12,Andrea de Cesaris,Rial Ford,1:10.861
18,13,Eddie  Cheever,Arrows Megatron,1:10.979
36,14,Alex Caffi,Dallara Ford,1:11.211
6,15,Riccardo Patrese,Williams Judd,1:11.286
15,16,Mauricio Gugelmin,March Judd,1:11.315
14,17,Philippe Streiff,AGS Ford,1:11.466
30,18,Philippe Alliot,Lola Ford,1:11.511
29,19,Yannick Dalmas,Lola Ford,1:11.747
33,20,Stefano Modena,Euro Brun Ford,1:12.007
10,21,Bernd Schneider,Zakspeed,1:12.026
23,22,Pierluigi Martini,Minardi Ford,1:12.268
3,23,Jonathan  Palmer,Tyrrell Ford,1:12.316
21,24,Nicola Larini,Osella,1:12.406
24,25,Luis Perez-Sala,Minardi Ford,1:12.525
32,26,Oscar Larrauri,Euro Brun Ford,1:12.538
