,Position,Driver,Car,Lap,Time
11,1,Alain Prost,McLaren Honda,45,1:11.737
12,2,Ayrton Senna,McLaren Honda,8,1:11.856
28,3,Gerhard Berger,Ferrari,25,1:11.866
27,4,Michele Alboreto,Ferrari,46,1:12.002
1,5,Nelson Piquet,Lotus Honda,54,1:12.357
19,6,Alessandro Nannini,Benetton Ford,70,1:12.570
22,7,Andrea de Cesaris,Rial Ford,54,1:12.814
36,8,Alex Caffi,Dallara Ford,48,1:12.970
2,9,Satoru Nakajima,Lotus Honda,70,1:12.979
16,10,Ivan Capelli,March Judd,52,1:13.143
18,11,Eddie  Cheever,Arrows Megatron,41,1:13.321
15,12,Mauricio Gugelmin,March Judd,71,1:13.567
20,13,Thierry Boutsen,Benetton Ford,6,1:13.669
5,14,Nigel Mansell,Williams Judd,46,1:13.671
10,15,Bernd Schneider,Zakspeed,55,1:13.844
29,16,Yannick Dalmas,Lola Ford,53,1:13.968
17,17,Derek Warwick,Arrows Megatron,5,1:14.197
24,18,Luis Perez-Sala,Minardi Ford,46,1:14.198
33,19,Stefano Modena,Euro Brun Ford,59,1:14.319
23,20,Pierluigi Martini,Minardi Ford,72,1:14.551
30,21,Philippe Alliot,Lola Ford,40,1:14.594
21,22,Nicola Larini,Osella,34,1:14.741
14,23,Philippe Streiff,AGS Ford,5,1:14.800
6,24,Riccardo Patrese,Williams Judd,6,1:15.014
32,25,Oscar Larrauri,Euro Brun Ford,63,1:15.487
3,26,Jonathan  Palmer,Tyrrell Ford,39,1:15.490
