,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:17.012,29
44,2,Lewis Hamilton,Mercedes,+0.027s,27
33,3,Max Verstappen,Red Bull Racing Honda,+0.298s,24
31,4,Esteban Ocon,Alpine Renault,+0.747s,29
11,5,Sergio Perez,Red Bull Racing Honda,+0.812s,23
10,6,Pierre Gasly,AlphaTauri Honda,+1.101s,31
14,7,Fernando Alonso,Alpine Renault,+1.157s,27
5,8,Sebastian Vettel,Aston Martin Mercedes,+1.216s,31
4,9,Lando Norris,McLaren Mercedes,+1.301s,25
18,10,Lance Stroll,Aston Martin Mercedes,+1.308s,30
16,11,Charles Leclerc,Ferrari,+1.358s,30
55,12,Carlos Sainz,Ferrari,+1.429s,32
3,13,Daniel Ricciardo,McLaren Mercedes,+1.725s,26
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.265s,21
63,15,George Russell,Williams Mercedes,+2.280s,29
6,16,Nicholas Latifi,Williams Mercedes,+2.467s,30
22,17,Yuki Tsunoda,AlphaTauri Honda,+2.659s,3
47,18,Mick Schumacher,Haas Ferrari,+2.805s,29
99,19,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+3.174s,28
9,20,Nikita Mazepin,Haas Ferrari,+4.869s,28
