,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
10,1,Pierre Gasly,AlphaTauri Honda,70,1:18.394,201.183,17:08:59
44,2,Lewis Hamilton,Mercedes,49,1:18.715,200.363,16:39:39
14,3,Fernando Alonso,Alpine Renault,41,1:20.359,196.264,16:28:37
33,4,Max Verstappen,Red Bull Racing Honda,43,1:20.945,194.843,16:32:12
31,5,Esteban Ocon,Alpine Renault,54,1:21.421,193.704,16:46:08
55,6,Carlos Sainz,Ferrari,54,1:21.423,193.699,16:46:15
5,7,Sebastian Vettel,Aston Martin Mercedes,60,1:21.459,193.613,16:54:19
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,58,1:21.518,193.473,16:53:08
63,9,George Russell,Williams Mercedes,62,1:22.112,192.074,16:58:15
22,10,Yuki Tsunoda,AlphaTauri Honda,43,1:22.450,191.286,16:31:33
47,11,Mick Schumacher,Haas Ferrari,44,1:22.711,190.683,16:33:45
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,44,1:22.736,190.625,16:33:46
3,13,Daniel Ricciardo,McLaren Mercedes,58,1:22.802,190.473,16:52:47
6,14,Nicholas Latifi,Williams Mercedes,62,1:22.831,190.406,16:58:03
