,Position,Driver,Car,Time
1,1,Ronnie Peterson,Lotus Ford,1:50.780
11,2,Clay Regazzoni,Ferrari,1:50.960
5,3,Emerson Fittipaldi,McLaren Ford,1:51.060
16,4,Peter   Revson,Shadow Ford,1:51.300
24,5,James Hunt,March Ford,1:51.520
7,6,Carlos Reutemann,Brabham Ford,1:51.550
2,7,Jacky Ickx,Lotus Ford,1:51.700
12,8,Niki Lauda,Ferrari,1:51.810
33,9,Mike Hailwood,McLaren Ford,1:51.860
6,10,Denny Hulme,McLaren Ford,1:52.060
18,11,Carlos Pace,Surtees Ford,1:52.200
3,12,Jody Scheckter,Tyrrell Ford,1:52.470
20,13,Arturo Merzario,Iso Marlboro Ford,1:53.140
14,14,Jean-Pierre Beltoise,BRM,1:53.180
4,15,Patrick Depailler,Tyrrell Ford,1:53.270
17,16,Jean-Pierre Jarier,Shadow Ford,1:53.660
26,17,Graham Hill,Lola Ford,1:53.900
19,18,Jochen Mass,Surtees Ford,1:53.900
10,19,Howden  Ganley ,March Ford,1:54.210
28,20,John Watson,Brabham Ford,1:54.390
15,21,Henri Pescarolo,BRM,1:54.670
8,22,Richard   Robarts,Brabham Ford,1:54.730
9,23,Hans-Joachim Stuck,March Ford,1:55.190
37,24,Francois  Migault,BRM,1:55.430
27,25,Guy Edwards,Lola Ford,1:56.430
22,26,Rikky von Opel,Ensign Ford,1:57.860
