,Position,Driver,Car,Laps,Time,Points
6,1,Denny Hulme,McLaren Ford,53,1:41:02.010,9
12,2,Niki Lauda,Ferrari,53,+9.270s,6
11,3,Clay Regazzoni,Ferrari,53,+20.410s,4
33,4,Mike Hailwood,McLaren Ford,53,+31.790s,3
14,5,Jean-Pierre Beltoise,BRM,53,+51.840s,2
4,6,Patrick Depailler,Tyrrell Ford,53,+112.480s,1
7,7,Carlos Reutemann,Brabham Ford,52,DNF,0
10,8,Howden  Ganley ,March Ford,52,DNF,0
15,9,Henri Pescarolo,BRM,52,+1 lap,0
5,10,Emerson Fittipaldi,McLaren Ford,51,+2 laps,0
27,11,Guy Edwards,Lola Ford,50,+3 laps,0
28,12,John Watson,Brabham Ford,49,+4 laps,0
1,13,Ronnie Peterson,Lotus Ford,48,+5 laps,0
26,NC,Graham Hill,Lola Ford,45,DNF,0
8,NC,Richard   Robarts,Brabham Ford,35,DNF,0
2,NC,Jacky Ickx,Lotus Ford,35,DNF,0
9,NC,Hans-Joachim Stuck,March Ford,31,DNF,0
37,NC,Francois  Migault,BRM,31,DNF,0
3,NC,Jody Scheckter,Tyrrell Ford,25,DNF,0
18,NC,Carlos Pace,Surtees Ford,21,DNF,0
20,NC,Arturo Merzario,Iso Marlboro Ford,19,DNF,0
24,NC,James Hunt,March Ford,11,DNF,0
19,NC,Jochen Mass,Surtees Ford,10,DNF,0
16,NC,Peter   Revson,Shadow Ford,1,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,0,DNF,0
