,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:20.161
63,2,George Russell,Mercedes,1:21.542
4,3,Lando Norris,McLaren Mercedes,1:21.584
3,4,Daniel Ricciardo,McLaren Mercedes,1:21.925
10,5,Pierre Gasly,AlphaTauri RBPT,1:22.648
14,6,Fernando Alonso,Alpine Renault,
1,7,Max Verstappen,Red Bull Racing RBPT,1:20.306
45,8,Nyck De Vries,Williams Mercedes,1:22.471
24,9,Guanyu Zhou,Alfa Romeo Ferrari,1:22.577
6,10,Nicholas Latifi,Williams Mercedes,1:22.587
5,11,Sebastian Vettel,Aston Martin Aramco Mercedes,1:22.636
18,12,Lance Stroll,Aston Martin Aramco Mercedes,1:22.748
11,13,Sergio Perez,Red Bull Racing RBPT,1:21.206
31,14,Esteban Ocon,Alpine Renault,1:22.130
77,15,Valtteri Bottas,Alfa Romeo Ferrari,1:22.235
20,16,Kevin Magnussen,Haas Ferrari,1:22.908
47,17,Mick Schumacher,Haas Ferrari,1:23.005
55,18,Carlos Sainz,Ferrari,1:20.429
44,19,Lewis Hamilton,Mercedes,1:21.524
22,20,Yuki Tsunoda,AlphaTauri RBPT,
