,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:22.410,25
55,2,Carlos Sainz,Ferrari,+0.077s,23
63,3,George Russell,Mercedes,+0.279s,27
44,4,Lewis Hamilton,Mercedes,+0.421s,24
1,5,Max Verstappen,Red Bull Racing RBPT,+0.430s,27
31,6,Esteban Ocon,Alpine Renault,+0.665s,28
14,7,Fernando Alonso,Alpine Renault,+0.689s,26
22,8,Yuki Tsunoda,AlphaTauri RBPT,+0.850s,26
77,9,Valtteri Bottas,Alfa Romeo Ferrari,+0.984s,27
3,10,Daniel Ricciardo,McLaren Mercedes,+1.101s,26
23,11,Alexander Albon,Williams Mercedes,+1.119s,24
24,12,Guanyu Zhou,Alfa Romeo Ferrari,+1.160s,28
10,13,Pierre Gasly,AlphaTauri RBPT,+1.230s,27
11,14,Sergio Perez,Red Bull Racing RBPT,+1.251s,21
18,15,Lance Stroll,Aston Martin Aramco Mercedes,+1.278s,28
4,16,Lando Norris,McLaren Mercedes,+1.446s,27
20,17,Kevin Magnussen,Haas Ferrari,+1.596s,24
99,18,Antonio Giovinazzi,Haas Ferrari,+1.907s,25
34,19,Nyck De Vries,Aston Martin Aramco Mercedes,+2.321s,22
6,20,Nicholas Latifi,Williams Mercedes,+2.531s,24
