,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:21.280,1:21.208,1:20.161,14
1,2,Max Verstappen,Red Bull Racing RBPT,1:20.922,1:21.265,1:20.306,16
55,3,Carlos Sainz,Ferrari,1:21.348,1:20.878,1:20.429,13
11,4,Sergio Perez,Red Bull Racing RBPT,1:21.495,1:21.358,1:21.206,15
44,5,Lewis Hamilton,Mercedes,1:22.048,1:21.708,1:21.524,17
63,6,George Russell,Mercedes,1:21.785,1:21.747,1:21.542,17
4,7,Lando Norris,McLaren Mercedes,1:22.130,1:21.831,1:21.584,19
3,8,Daniel Ricciardo,McLaren Mercedes,1:22.139,1:21.855,1:21.925,20
10,9,Pierre Gasly,AlphaTauri RBPT,1:22.010,1:22.062,1:22.648,18
14,10,Fernando Alonso,Alpine Renault,1:22.089,1:21.861,,17
31,11,Esteban Ocon,Alpine Renault,1:22.166,1:22.130,,12
77,12,Valtteri Bottas,Alfa Romeo Ferrari,1:22.254,1:22.235,,12
45,13,Nyck De Vries,Williams Mercedes,1:22.567,1:22.471,,13
24,14,Guanyu Zhou,Alfa Romeo Ferrari,1:22.003,1:22.577,,12
22,15,Yuki Tsunoda,AlphaTauri RBPT,1:22.020,,,6
6,16,Nicholas Latifi,Williams Mercedes,1:22.587,,,7
5,17,Sebastian Vettel,Aston Martin Aramco Mercedes,1:22.636,,,7
18,18,Lance Stroll,Aston Martin Aramco Mercedes,1:22.748,,,9
20,19,Kevin Magnussen,Haas Ferrari,1:22.908,,,10
47,20,Mick Schumacher,Haas Ferrari,1:23.005,,,9
