,Position,Driver,Car,Laps,Time,Points
6,1,Kimi Räikkönen,Ferrari,59,1:21:43.074,10
1,2,Fernando Alonso,McLaren Mercedes,59,+2.459s,8
2,3,Lewis Hamilton,McLaren Mercedes,59,+39.373s,6
10,4,Robert Kubica,Sauber BMW,59,+53.319s,5
5,5,Felipe Massa,Ferrari,59,+54.063s,4
9,6,Nick Heidfeld,Sauber BMW,59,+56.336s,3
4,7,Heikki Kovalainen,Renault,58,+1 lap,2
3,8,Giancarlo Fisichella,Renault,58,+1 lap,1
8,9,Rubens Barrichello,Honda,58,+1 lap,0
7,10,Jenson Button,Honda,58,+1 lap,0
14,11,David Coulthard,Red Bull Renault,58,+1 lap,0
16,12,Nico Rosberg,Williams Toyota,58,+1 lap,0
17,13,Alexander Wurz,Williams Toyota,58,+1 lap,0
22,14,Takuma Sato,Super Aguri Honda,57,+2 laps,0
21,15,Christijan Albers,Spyker Ferrari,57,+2 laps,0
18,16,Vitantonio Liuzzi,STR Ferrari,53,DNF,0
12,NC,Jarno Trulli,Toyota,43,DNF,0
23,NC,Anthony Davidson,Super Aguri Honda,35,DNF,0
19,NC,Scott Speed,STR Ferrari,29,DNF,0
11,NC,Ralf Schumacher,Toyota,22,DNF,0
20,NC,Adrian Sutil,Spyker Ferrari,16,DNF,0
15,NC,Mark Webber,Red Bull Renault,8,DNF,0
