,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,Ferrari,17,1:20.638,229.514
5,2,Felipe Massa,Ferrari,17,1:20.858,228.890
1,3,Fernando Alonso,McLaren Mercedes,35,1:21.117,228.159
2,4,Lewis Hamilton,McLaren Mercedes,11,1:21.675,226.600
9,5,Nick Heidfeld,Sauber BMW,17,1:21.991,225.727
10,6,Robert Kubica,Sauber BMW,14,1:22.105,225.413
3,7,Giancarlo Fisichella,Renault,13,1:22.136,225.328
11,8,Ralf Schumacher,Toyota,12,1:22.510,224.307
4,9,Heikki Kovalainen,Renault,11,1:22.552,224.193
17,10,Alexander Wurz,Williams Toyota,57,1:22.693,223.810
16,11,Nico Rosberg,Williams Toyota,49,1:22.896,223.262
14,12,David Coulthard,Red Bull Renault,40,1:23.118,222.666
8,13,Rubens Barrichello,Honda,28,1:23.387,221.948
22,14,Takuma Sato,Super Aguri Honda,42,1:23.413,221.879
19,15,Scott Speed,STR Ferrari,19,1:23.570,221.462
7,16,Jenson Button,Honda,29,1:23.581,221.433
18,17,Vitantonio Liuzzi,STR Ferrari,46,1:23.628,221.308
12,18,Jarno Trulli,Toyota,17,1:23.708,221.097
15,19,Mark Webber,Red Bull Renault,6,1:23.767,220.941
23,20,Anthony Davidson,Super Aguri Honda,26,1:24.144,219.951
21,21,Christijan Albers,Spyker Ferrari,56,1:24.390,219.310
20,22,Adrian Sutil,Spyker Ferrari,16,1:25.015,217.698
