,Position,Driver,Car,Lap,Time,Avg Speed
15,1,Sebastian Vettel,RBR Renault,16,1:20.735,229.238
14,2,Mark Webber,RBR Renault,57,1:20.915,228.728
16,3,Nico Rosberg,Williams Toyota,17,1:21.054,228.336
22,4,Jenson Button,Brawn Mercedes,54,1:21.189,227.956
23,5,Rubens Barrichello,Brawn Mercedes,18,1:21.429,227.285
3,6,Felipe Massa,Ferrari,22,1:21.509,227.062
4,7,Kimi Räikkönen,Ferrari,14,1:21.656,226.653
10,8,Timo Glock,Toyota,51,1:21.671,226.611
9,9,Jarno Trulli,Toyota,17,1:21.806,226.237
21,10,Giancarlo Fisichella,Force India Mercedes,20,1:21.810,226.226
17,11,Kazuki Nakajima,Williams Toyota,14,1:21.845,226.129
7,12,Fernando Alonso,Renault,36,1:21.852,226.110
6,13,Nick Heidfeld,Sauber BMW,59,1:21.956,225.823
5,14,Robert Kubica,Sauber BMW,41,1:22.182,225.202
2,15,Heikki Kovalainen,McLaren Mercedes,32,1:22.418,224.557
11,16,Sebastien Bourdais,STR Ferrari,26,1:22.466,224.427
8,17,Nelson Piquet,Renault,25,1:22.505,224.320
1,18,Lewis Hamilton,McLaren Mercedes,24,1:22.576,224.128
12,19,Sebastien Buemi,STR Ferrari,24,1:22.711,223.762
20,20,Adrian Sutil,Force India Mercedes,50,1:23.475,221.714
