,Position,Driver,Car,Time
15,1,Sebastian Vettel,RBR Renault,1:19.509
23,2,Rubens Barrichello,Brawn Mercedes,1:19.856
14,3,Mark Webber,RBR Renault,1:19.868
9,4,Jarno Trulli,Toyota,1:20.091
17,5,Kazuki Nakajima,Williams Toyota,1:20.216
22,6,Jenson Button,Brawn Mercedes,1:20.289
16,7,Nico Rosberg,Williams Toyota,1:20.361
10,8,Timo Glock,Toyota,1:20.490
4,9,Kimi Räikkönen,Ferrari,1:20.715
7,10,Fernando Alonso,Renault,1:20.741
3,11,Felipe Massa,Ferrari,1:18.927
5,12,Robert Kubica,Sauber BMW,1:19.308
2,13,Heikki Kovalainen,McLaren Mercedes,1:19.353
8,14,Nelson Piquet,Renault,1:19.392
6,15,Nick Heidfeld,Sauber BMW,1:19.448
21,16,Giancarlo Fisichella,Force India Mercedes,1:19.802
11,17,Sebastien Bourdais,STR Ferrari,1:19.898
1,18,Lewis Hamilton,McLaren Mercedes,1:19.917
12,19,Sebastien Buemi,STR Ferrari,1:20.236
