,Position,Driver,Car,Laps,Time,Points
6,1,Dan Gurney,Brabham Climax,65,2:09:50.320,9
7,2,John Surtees,Ferrari,65,+68.940s,6
8,3,Lorenzo Bandini,Ferrari,65,+69.630s,4
2,4,Mike Spence,Lotus Climax,65,+81.860s,3
1,5,Jim Clark,Lotus Climax,64,DNF,2
18,6,Pedro Rodriguez,Ferrari,64,+1 lap,1
9,7,Bruce McLaren,Cooper Climax,64,+1 lap,0
4,8,Richie Ginther,BRM,64,+1 lap,0
10,9,Phil Hill,Cooper Climax,63,DNF,0
17,10,Moises Solana,Lotus Climax,63,+2 laps,0
3,11,Graham Hill,BRM,63,+2 laps,0
11,12,Innes Ireland,BRP BRM,61,+4 laps,0
23,13,Hap  Sharp ,Brabham BRM,60,+5 laps,0
15,NC,Chris Amon,Lotus BRM,45,DNF,0
5,NC,Jack Brabham,Brabham Climax,44,DNF,0
14,NC,Mike Hailwood,Lotus BRM,11,DNF,0
22,NC,Jo Siffert,Brabham BRM,10,DNF,0
16,NC,Jo Bonnier,Brabham Climax,9,DNF,0
12,NC,Trevor  Taylor ,BRP BRM,5,DNF,0
