,Position,Driver,Car,Laps,Time,Points
2,1,Rubens Barrichello,Ferrari,60,1:28:37.554,10
3,2,Juan Pablo Montoya,Williams BMW,60,+5.462s,8
6,3,Kimi Räikkönen,McLaren Mercedes,60,+10.656s,6
1,4,Michael Schumacher,Ferrari,60,+25.648s,5
5,5,David Coulthard,McLaren Mercedes,60,+36.827s,4
7,6,Jarno Trulli,Renault,60,+43.067s,3
21,7,Cristiano da Matta,Toyota,60,+45.085s,2
17,8,Jenson Button,BAR Honda,60,+45.478s,1
4,9,Ralf Schumacher,Williams BMW,60,+58.032s,0
16,10,Jacques Villeneuve,BAR Honda,60,+63.569s,0
20,11,Olivier Panis,Toyota,60,+65.207s,0
10,12,Heinz-Harald Frentzen,Sauber Petronas,60,+65.564s,0
12,13,Ralph Firman,Jordan Ford,59,+1 lap,0
14,14,Mark Webber,Jaguar Cosworth,59,+1 lap,0
19,15,Jos Verstappen,Minardi Cosworth,58,+2 laps,0
18,16,Justin Wilson,Minardi Cosworth,58,+2 laps,0
9,17,Nick Heidfeld,Sauber Petronas,58,+2 laps,0
8,NC,Fernando Alonso,Renault,52,DNF,0
11,NC,Giancarlo Fisichella,Jordan Ford,44,DNF,0
15,NC,Antonio Pizzonia,Jaguar Cosworth,32,DNF,0
