,Position,Driver,Car,Time
2,1,Rubens Barrichello,Ferrari,1:21.209
7,2,Jarno Trulli,Renault,1:21.381
6,3,Kimi Räikkönen,McLaren Mercedes,1:21.695
4,4,Ralf Schumacher,Williams BMW,1:21.727
1,5,Michael Schumacher,Ferrari,1:21.867
21,6,Cristiano da Matta,Toyota,1:22.081
3,7,Juan Pablo Montoya,Williams BMW,1:22.214
8,8,Fernando Alonso,Renault,1:22.404
16,9,Jacques Villeneuve,BAR Honda,1:22.591
15,10,Antonio Pizzonia,Jaguar Cosworth,1:22.634
14,11,Mark Webber,Jaguar Cosworth,1:22.647
5,12,David Coulthard,McLaren Mercedes,1:22.811
20,13,Olivier Panis,Toyota,1:23.042
10,14,Heinz-Harald Frentzen,Sauber Petronas,1:23.187
11,15,Giancarlo Fisichella,Jordan Ford,1:23.574
9,16,Nick Heidfeld,Sauber Petronas,1:23.844
12,17,Ralph Firman,Jordan Ford,1:24.385
18,18,Justin Wilson,Minardi Cosworth,1:25.468
19,19,Jos Verstappen,Minardi Cosworth,1:25.759
17,20,Jenson Button,BAR Honda,
