,Position,Driver,Car,Time
12,1,Jenson Button,Honda,1:25.229
2,2,Giancarlo Fisichella,Renault,1:25.635
1,3,Fernando Alonso,Renault,1:25.778
3,4,Kimi Räikkönen,McLaren Mercedes,1:25.822
4,5,Juan Pablo Montoya,McLaren Mercedes,1:25.976
7,6,Ralf Schumacher,Toyota,1:26.612
9,7,Mark Webber,Williams Cosworth,1:26.937
16,8,Nick Heidfeld,Sauber BMW,1:27.579
8,9,Jarno Trulli,Toyota,
5,10,Michael Schumacher,Ferrari,1:26.718
14,11,David Coulthard,RBR Ferrari,1:27.023
20,12,Vitantonio Liuzzi,STR Cosworth,1:27.219
15,13,Christian Klien,RBR Ferrari,1:27.591
10,14,Nico Rosberg,Williams Cosworth,1:29.422
6,15,Felipe Massa,Ferrari,
11,16,Rubens Barrichello,Honda,1:29.943
19,17,Christijan Albers,MF1 Toyota,1:30.226
21,18,Scott Speed,STR Cosworth,1:30.426
17,19,Jacques Villeneuve,Sauber BMW,1:29.239
18,20,Tiago Monteiro,MF1 Toyota,1:30.709
22,21,Takuma Sato,Super Aguri Honda,1:32.279
23,22,Yuji Ide,Super Aguri Honda,1:36.164
