,Position,Driver,Car,Laps,Time,Points
1,1,Fernando Alonso,Renault,57,1:34:27.870,10
3,2,Kimi Räikkönen,McLaren Mercedes,57,+1.829s,8
7,3,Ralf Schumacher,Toyota,57,+24.824s,6
16,4,Nick Heidfeld,Sauber BMW,57,+31.032s,5
2,5,Giancarlo Fisichella,Renault,57,+38.421s,4
17,6,Jacques Villeneuve,Sauber BMW,57,+49.554s,3
11,7,Rubens Barrichello,Honda,57,+51.904s,2
14,8,David Coulthard,RBR Ferrari,57,+53.983s,1
21,9,Scott Speed,STR Cosworth,57,+78.817s,0
12,10,Jenson Button,Honda,56,DNF,0
19,11,Christijan Albers,MF1 Toyota,56,+1 lap,0
22,12,Takuma Sato,Super Aguri Honda,55,+2 laps,0
23,13,Yuji Ide,Super Aguri Honda,54,+3 laps,0
4,NC,Juan Pablo Montoya,McLaren Mercedes,46,DNF,0
18,NC,Tiago Monteiro,MF1 Toyota,39,DNF,0
20,NC,Vitantonio Liuzzi,STR Cosworth,37,DNF,0
5,NC,Michael Schumacher,Ferrari,32,DNF,0
9,NC,Mark Webber,Williams Cosworth,22,DNF,0
15,NC,Christian Klien,RBR Ferrari,4,DNF,0
8,NC,Jarno Trulli,Toyota,0,DNF,0
10,NC,Nico Rosberg,Williams Cosworth,0,DNF,0
6,NC,Felipe Massa,Ferrari,0,DNF,0
