,Position,Driver,Car,Time / Gap,Laps
36,1,Anthony Davidson,Honda,1:28.259,26
37,2,Robert Doornbos,RBR Ferrari,+0.300s,19
17,3,Jacques Villeneuve,Sauber BMW,+0.336s,16
3,4,Kimi Räikkönen,McLaren Mercedes,+0.454s,5
6,5,Felipe Massa,Ferrari,+0.766s,7
5,6,Michael Schumacher,Ferrari,+0.782s,5
7,7,Ralf Schumacher,Toyota,+1.152s,5
35,8,Alexander Wurz,Williams Cosworth,+1.202s,19
38,9,Robert Kubica,Sauber BMW,+1.317s,13
15,10,Christian Klien,RBR Ferrari,+1.342s,7
14,11,David Coulthard,RBR Ferrari,+1.417s,9
21,12,Scott Speed,STR Cosworth,+2.758s,8
19,13,Christijan Albers,MF1 Toyota,+2.780s,9
18,14,Tiago Monteiro,MF1 Toyota,+3.553s,10
22,15,Takuma Sato,Super Aguri Honda,+5.777s,9
23,16,Yuji Ide,Super Aguri Honda,+8.425s,19
39,17,Markus Winkelhock,MF1 Toyota,+8.600s,17
40,18,Neel Jani,STR Cosworth,+12.559s,4
1,19,Fernando Alonso,Renault,,2
2,20,Giancarlo Fisichella,Renault,,2
8,21,Jarno Trulli,Toyota,,2
4,22,Juan Pablo Montoya,McLaren Mercedes,,1
16,23,Nick Heidfeld,Sauber BMW,,1
11,24,Rubens Barrichello,Honda,,1
20,25,Vitantonio Liuzzi,STR Cosworth,,2
