,Position,Driver,Car,Q1,Q2,Q3,Laps
12,1,Jenson Button,Honda,1:28.081,1:26.337,1:25.229,25
2,2,Giancarlo Fisichella,Renault,1:27.765,1:26.196,1:25.635,23
1,3,Fernando Alonso,Renault,1:28.569,1:25.729,1:25.778,24
3,4,Kimi Räikkönen,McLaren Mercedes,1:27.193,1:26.161,1:25.822,22
4,5,Juan Pablo Montoya,McLaren Mercedes,1:27.079,1:25.902,1:25.976,22
7,6,Ralf Schumacher,Toyota,1:28.007,1:26.596,1:26.612,28
9,7,Mark Webber,Williams Cosworth,1:27.669,1:26.075,1:26.937,22
16,8,Nick Heidfeld,Sauber BMW,1:27.796,1:26.014,1:27.579,30
17,9,Jacques Villeneuve,Sauber BMW,1:28.460,1:26.714,1:29.239,19
8,10,Jarno Trulli,Toyota,1:27.748,1:26.327,,14
5,11,Michael Schumacher,Ferrari,1:28.228,1:26.718,,11
14,12,David Coulthard,RBR Ferrari,1:28.408,1:27.023,,11
20,13,Vitantonio Liuzzi,STR Cosworth,1:28.999,1:27.219,,18
15,14,Christian Klien,RBR Ferrari,1:28.757,1:27.591,,14
10,15,Nico Rosberg,Williams Cosworth,1:28.351,1:29.422,,11
6,16,Felipe Massa,Ferrari,1:28.868,DNF,,8
11,17,Rubens Barrichello,Honda,1:29.943,,,6
19,18,Christijan Albers,MF1 Toyota,1:30.226,,,8
21,19,Scott Speed,STR Cosworth,1:30.426,,,9
18,20,Tiago Monteiro,MF1 Toyota,1:30.709,,,7
22,21,Takuma Sato,Super Aguri Honda,1:32.279,,,7
23,22,Yuji Ide,Super Aguri Honda,1:36.164,,,7
