,Position,Driver,Car,Time / Gap,Laps
36,1,Anthony Davidson,Honda,1:26.822,28
35,2,Alexander Wurz,Williams Cosworth,+0.010s,27
38,3,Robert Kubica,Sauber BMW,+0.378s,25
12,4,Jenson Button,Honda,+0.391s,12
1,5,Fernando Alonso,Renault,+0.621s,14
5,6,Michael Schumacher,Ferrari,+0.836s,16
3,7,Kimi Räikkönen,McLaren Mercedes,+0.951s,16
11,8,Rubens Barrichello,Honda,+1.253s,20
4,9,Juan Pablo Montoya,McLaren Mercedes,+1.378s,15
6,10,Felipe Massa,Ferrari,+1.405s,17
2,11,Giancarlo Fisichella,Renault,+1.458s,11
17,12,Jacques Villeneuve,Sauber BMW,+1.618s,22
14,13,David Coulthard,RBR Ferrari,+1.709s,18
9,14,Mark Webber,Williams Cosworth,+2.038s,10
16,15,Nick Heidfeld,Sauber BMW,+2.231s,5
8,16,Jarno Trulli,Toyota,+2.316s,20
21,17,Scott Speed,STR Cosworth,+2.374s,18
7,18,Ralf Schumacher,Toyota,+2.557s,16
18,19,Tiago Monteiro,MF1 Toyota,+2.891s,21
37,20,Robert Doornbos,RBR Ferrari,+3.054s,32
15,21,Christian Klien,RBR Ferrari,+3.057s,9
10,22,Nico Rosberg,Williams Cosworth,+3.111s,11
40,23,Neel Jani,STR Cosworth,+3.864s,26
20,24,Vitantonio Liuzzi,STR Cosworth,+3.912s,14
19,25,Christijan Albers,MF1 Toyota,+4.008s,18
39,26,Markus Winkelhock,MF1 Toyota,+4.438s,25
22,27,Takuma Sato,Super Aguri Honda,+5.734s,27
23,28,Yuji Ide,Super Aguri Honda,+7.402s,22
