,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Kimi Räikkönen,McLaren Mercedes,57,1:26.045,221.869
1,2,Fernando Alonso,Renault,49,1:26.189,221.499
5,3,Michael Schumacher,Ferrari,27,1:27.180,218.981
4,4,Juan Pablo Montoya,McLaren Mercedes,45,1:27.464,218.270
2,5,Giancarlo Fisichella,Renault,53,1:27.561,218.028
11,6,Rubens Barrichello,Honda,32,1:27.690,217.707
16,7,Nick Heidfeld,Sauber BMW,49,1:27.700,217.683
12,8,Jenson Button,Honda,17,1:27.799,217.437
9,9,Mark Webber,Williams Cosworth,19,1:27.800,217.435
7,10,Ralf Schumacher,Toyota,45,1:27.810,217.410
20,11,Vitantonio Liuzzi,STR Cosworth,25,1:27.988,216.970
14,12,David Coulthard,RBR Ferrari,32,1:28.250,216.326
17,13,Jacques Villeneuve,Sauber BMW,56,1:28.321,216.152
21,14,Scott Speed,STR Cosworth,26,1:28.367,216.039
19,15,Christijan Albers,MF1 Toyota,53,1:29.238,213.931
18,16,Tiago Monteiro,MF1 Toyota,31,1:29.687,212.860
22,17,Takuma Sato,Super Aguri Honda,54,1:30.574,210.775
23,18,Yuji Ide,Super Aguri Honda,49,1:33.737,203.663
15,19,Christian Klien,RBR Ferrari,4,1:41.351,188.363
