,Position,Driver,Car,Lap,Time,Avg Speed
4,1,Kimi Räikkönen,McLaren Mercedes,37,1:28.541,215.615
1,2,Michael Schumacher,Ferrari,32,1:28.628,215.403
6,3,Juan Pablo Montoya,Williams BMW,35,1:29.143,214.159
3,4,David Coulthard,McLaren Mercedes,21,1:31.186,209.361
17,5,Pedro de la Rosa,Jaguar Cosworth,51,1:31.539,208.553
24,6,Mika Salo,Toyota,53,1:32.225,207.002
16,7,Eddie Irvine,Jaguar Cosworth,36,1:32.548,206.279
23,8,Mark Webber,Minardi Asiatech,52,1:33.296,204.626
20,9,Heinz-Harald Frentzen,Arrows Cosworth,16,1:33.534,204.105
11,10,Jacques Villeneuve,BAR Honda,25,1:33.540,204.092
14,11,Jarno Trulli,Renault,7,1:34.233,202.591
22,12,Alex Yoong,Minardi Asiatech,36,1:34.653,201.692
21,13,Enrique Bernoldi,Arrows Cosworth,8,1:35.052,200.845
10,14,Takuma Sato,Jordan Honda,8,1:35.197,200.539
