,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,58,1:35:36.792,10
6,2,Juan Pablo Montoya,Williams BMW,58,+18.628s,6
4,3,Kimi Räikkönen,McLaren Mercedes,58,+25.067s,4
16,4,Eddie Irvine,Jaguar Cosworth,57,+1 lap,3
23,5,Mark Webber,Minardi Asiatech,56,+2 laps,2
24,6,Mika Salo,Toyota,56,+2 laps,1
22,7,Alex Yoong,Minardi Asiatech,55,+3 laps,0
17,8,Pedro de la Rosa,Jaguar Cosworth,53,+5 laps,0
3,NC,David Coulthard,McLaren Mercedes,33,DNF,0
11,NC,Jacques Villeneuve,BAR Honda,27,DNF,0
10,NC,Takuma Sato,Jordan Honda,12,DNF,0
14,NC,Jarno Trulli,Renault,8,DNF,0
2,NC,Rubens Barrichello,Ferrari,0,DNF,0
5,NC,Ralf Schumacher,Williams BMW,0,DNF,0
9,NC,Giancarlo Fisichella,Jordan Honda,0,DNF,0
8,NC,Felipe Massa,Sauber Petronas,0,DNF,0
7,NC,Nick Heidfeld,Sauber Petronas,0,DNF,0
15,NC,Jenson Button,Renault,0,DNF,0
12,NC,Olivier Panis,BAR Honda,0,DNF,0
25,NC,Allan McNish,Toyota,0,DNF,0
