,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:27.276,30
2,2,Rubens Barrichello,Ferrari,+0.523s,35
5,3,Ralf Schumacher,Williams BMW,+1.545s,33
6,4,Juan Pablo Montoya,Williams BMW,+1.594s,36
7,5,Nick Heidfeld,Sauber Petronas,+2.296s,30
24,6,Mika Salo,Toyota,+2.325s,34
4,7,Kimi Räikkönen,McLaren Mercedes,+2.599s,27
8,8,Felipe Massa,Sauber Petronas,+2.661s,35
9,9,Giancarlo Fisichella,Jordan Honda,+2.911s,36
14,10,Jarno Trulli,Renault,+3.022s,35
3,11,David Coulthard,McLaren Mercedes,+3.036s,25
11,12,Jacques Villeneuve,BAR Honda,+3.076s,38
10,13,Takuma Sato,Jordan Honda,+3.264s,40
17,14,Pedro de la Rosa,Jaguar Cosworth,+3.290s,26
15,15,Jenson Button,Renault,+3.312s,34
25,16,Allan McNish,Toyota,+3.326s,34
16,17,Eddie Irvine,Jaguar Cosworth,+3.697s,34
12,18,Olivier Panis,BAR Honda,+3.851s,31
20,19,Heinz-Harald Frentzen,Arrows Cosworth,+5.189s,26
23,20,Mark Webber,Minardi Asiatech,+5.420s,25
21,21,Enrique Bernoldi,Arrows Cosworth,+5.636s,20
22,22,Alex Yoong,Minardi Asiatech,+16.735s,16
