,Position,Driver,Car,Time
2,1,Rubens Barrichello,Ferrari,1:25.843
1,2,Michael Schumacher,Ferrari,1:25.848
5,3,Ralf Schumacher,Williams BMW,1:26.279
3,4,David Coulthard,McLaren Mercedes,1:26.446
4,5,Kimi Räikkönen,McLaren Mercedes,1:27.161
6,6,Juan Pablo Montoya,Williams BMW,1:27.249
14,7,Jarno Trulli,Renault,1:27.710
9,8,Giancarlo Fisichella,Jordan Honda,1:27.869
8,9,Felipe Massa,Sauber Petronas,1:27.972
7,10,Nick Heidfeld,Sauber Petronas,1:28.232
15,11,Jenson Button,Renault,1:28.361
12,12,Olivier Panis,BAR Honda,1:28.381
11,13,Jacques Villeneuve,BAR Honda,1:28.657
24,14,Mika Salo,Toyota,1:29.205
20,15,Heinz-Harald Frentzen,Arrows Cosworth,1:29.474
25,16,Allan McNish,Toyota,1:29.636
21,17,Enrique Bernoldi,Arrows Cosworth,1:29.738
23,18,Mark Webber,Minardi Asiatech,1:30.086
16,19,Eddie Irvine,Jaguar Cosworth,1:30.113
17,20,Pedro de la Rosa,Jaguar Cosworth,1:30.192
22,21,Alex Yoong,Minardi Asiatech,1:31.504
10,22,Takuma Sato,Jordan Honda,1:53.351
