,Position,Driver,Car,Time
7,1,Jean Alesi,Benetton Renault,1:22.990
4,2,Heinz-Harald Frentzen,Williams Renault,1:23.042
12,3,Giancarlo Fisichella,Jordan Peugeot,1:23.066
3,4,Jacques Villeneuve,Williams Renault,1:23.231
9,5,Mika Hakkinen,McLaren Mercedes,1:23.340
10,6,David Coulthard,McLaren Mercedes,1:23.347
8,7,Gerhard Berger,Benetton Renault,1:23.443
11,8,Ralf Schumacher,Jordan Peugeot,1:23.603
5,9,Michael Schumacher,Ferrari,1:23.624
6,10,Eddie Irvine,Ferrari,1:23.891
22,11,Rubens Barrichello,Stewart Ford,1:24.177
16,12,Johnny Herbert,Sauber Petronas,1:24.242
23,13,Jan Magnussen,Stewart Ford,1:24.394
1,14,Damon Hill,Arrows Yamaha,1:24.482
15,15,Shinji Nakano,Prost Mugen Honda,1:24.553
14,16,Jarno Trulli,Prost Mugen Honda,1:24.567
2,17,Pedro Diniz,Arrows Yamaha,1:24.639
17,18,Gianni Morbidelli,Sauber Petronas,1:24.735
19,19,Mika Salo,Tyrrell Ford,1:25.693
18,20,Jos Verstappen,Tyrrell Ford,1:25.845
20,21,Ukyo Katayama,Minardi Hart,1:26.655
21,22,Tarso Marques,Minardi Hart,1:27.677
