,Position,Driver,Car,Time / Gap,Laps
4,1,Heinz-Harald Frentzen,Williams Renault,1:23.991,27
3,2,Jacques Villeneuve,Williams Renault,+0.846s,28
7,3,Jean Alesi,Benetton Renault,+0.856s,24
10,4,David Coulthard,McLaren Mercedes,+1.059s,21
12,5,Giancarlo Fisichella,Jordan Peugeot,+1.059s,27
9,6,Mika Hakkinen,McLaren Mercedes,+1.105s,21
14,7,Jarno Trulli,Prost Mugen Honda,+1.326s,29
6,8,Eddie Irvine,Ferrari,+1.349s,25
11,9,Ralf Schumacher,Jordan Peugeot,+1.431s,29
23,10,Jan Magnussen,Stewart Ford,+1.497s,23
8,11,Gerhard Berger,Benetton Renault,+1.568s,27
16,12,Johnny Herbert,Sauber Petronas,+1.854s,30
5,13,Michael Schumacher,Ferrari,+2.233s,19
2,14,Pedro Diniz,Arrows Yamaha,+2.255s,29
22,15,Rubens Barrichello,Stewart Ford,+2.430s,26
1,16,Damon Hill,Arrows Yamaha,+2.511s,29
19,17,Mika Salo,Tyrrell Ford,+2.617s,23
17,18,Gianni Morbidelli,Sauber Petronas,+2.705s,30
15,19,Shinji Nakano,Prost Mugen Honda,+2.736s,30
18,20,Jos Verstappen,Tyrrell Ford,+2.764s,26
20,21,Ukyo Katayama,Minardi Hart,+2.900s,24
21,22,Tarso Marques,Minardi Hart,+4.397s,17
