,Position,Driver,Car,Laps,Time,Points
10,1,David Coulthard,McLaren Mercedes,53,1:17:04.609,10
7,2,Jean Alesi,Benetton Renault,53,+1.937s,6
4,3,Heinz-Harald Frentzen,Williams Renault,53,+4.343s,4
12,4,Giancarlo Fisichella,Jordan Peugeot,53,+5.871s,3
3,5,Jacques Villeneuve,Williams Renault,53,+6.416s,2
5,6,Michael Schumacher,Ferrari,53,+11.481s,1
8,7,Gerhard Berger,Benetton Renault,53,+12.471s,0
6,8,Eddie Irvine,Ferrari,53,+17.639s,0
9,9,Mika Hakkinen,McLaren Mercedes,53,+49.373s,0
14,10,Jarno Trulli,Prost Mugen Honda,53,+62.706s,0
15,11,Shinji Nakano,Prost Mugen Honda,53,+63.327s,0
17,12,Gianni Morbidelli,Sauber Petronas,52,+1 lap,0
22,13,Rubens Barrichello,Stewart Ford,52,+1 lap,0
21,14,Tarso Marques,Minardi Hart,50,+3 laps,0
1,NC,Damon Hill,Arrows Yamaha,46,DNF,0
11,NC,Ralf Schumacher,Jordan Peugeot,39,DNF,0
16,NC,Johnny Herbert,Sauber Petronas,38,DNF,0
19,NC,Mika Salo,Tyrrell Ford,33,DNF,0
23,NC,Jan Magnussen,Stewart Ford,31,DNF,0
18,NC,Jos Verstappen,Tyrrell Ford,12,DNF,0
20,NC,Ukyo Katayama,Minardi Hart,8,DNF,0
2,NC,Pedro Diniz,Arrows Yamaha,4,DNF,0
