,Position,Driver,Car,Laps,Time,Points
33,1,Max Verstappen,Red Bull Racing TAG Heuer,66,1:41:40.017,25
7,2,Kimi Räikkönen,Ferrari,66,+0.616s,18
5,3,Sebastian Vettel,Ferrari,66,+5.581s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,66,+43.950s,12
77,5,Valtteri Bottas,Williams Mercedes,66,+45.271s,10
55,6,Carlos Sainz,Toro Rosso Ferrari,66,+61.395s,8
11,7,Sergio Perez,Force India Mercedes,66,+79.538s,6
19,8,Felipe Massa,Williams Mercedes,66,+80.707s,4
22,9,Jenson Button,McLaren Honda,65,+1 lap,2
26,10,Daniil Kvyat,Toro Rosso Ferrari,65,+1 lap,1
21,11,Esteban Gutierrez ,Haas Ferrari,65,+1 lap,0
9,12,Marcus Ericsson,Sauber Ferrari,65,+1 lap,0
30,13,Jolyon Palmer,Renault,65,+1 lap,0
12,14,Felipe Nasr,Sauber Ferrari,65,+1 lap,0
20,15,Kevin Magnussen,Renault,65,+1 lap,0
94,16,Pascal Wehrlein,MRT Mercedes,65,+1 lap,0
88,17,Rio Haryanto,MRT Mercedes,65,+1 lap,0
8,NC,Romain Grosjean,Haas Ferrari,56,DNF,0
14,NC,Fernando Alonso,McLaren Honda,45,DNF,0
27,NC,Nico Hulkenberg,Force India Mercedes,20,DNF,0
44,NC,Lewis Hamilton,Mercedes,0,DNF,0
6,NC,Nico Rosberg,Mercedes,0,DNF,0
