,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:22.000
6,2,Nico Rosberg,Mercedes,1:22.280
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:22.680
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:23.087
7,5,Kimi Räikkönen,Ferrari,1:23.113
5,6,Sebastian Vettel,Ferrari,1:23.334
77,7,Valtteri Bottas,Williams Mercedes,1:23.522
55,8,Carlos Sainz,Toro Rosso Ferrari,1:23.643
11,9,Sergio Perez,Force India Mercedes,1:23.782
14,10,Fernando Alonso,McLaren Honda,1:23.981
27,11,Nico Hulkenberg,Force India Mercedes,1:24.203
22,12,Jenson Button,McLaren Honda,1:24.348
26,13,Daniil Kvyat,Toro Rosso Ferrari,1:24.445
8,14,Romain Grosjean,Haas Ferrari,1:24.480
20,15,Kevin Magnussen,Renault,1:24.625
21,16,Esteban Gutierrez ,Haas Ferrari,1:24.778
30,17,Jolyon Palmer,Renault,1:24.903
19,18,Felipe Massa,Williams Mercedes,1:24.941
9,19,Marcus Ericsson,Sauber Ferrari,1:25.202
12,20,Felipe Nasr,Sauber Ferrari,1:25.579
94,21,Pascal Wehrlein,MRT Mercedes,1:25.745
88,22,Rio Haryanto,MRT Mercedes,1:25.939
