,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
26,1,Daniil Kvyat,Toro Rosso Ferrari,53,1:26.948,192.735,15:27:08
5,2,Sebastian Vettel,Ferrari,39,1:27.974,190.488,15:04:47
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,46,1:28.209,189.980,15:15:17
7,4,Kimi Räikkönen,Ferrari,38,1:28.538,189.274,15:03:13
20,5,Kevin Magnussen,Renault,57,1:28.716,188.894,15:33:53
33,6,Max Verstappen,Red Bull Racing TAG Heuer,36,1:28.816,188.682,15:00:12
8,7,Romain Grosjean,Haas Ferrari,41,1:28.974,188.347,15:09:26
77,8,Valtteri Bottas,Williams Mercedes,60,1:29.081,188.120,15:36:48
19,9,Felipe Massa,Williams Mercedes,43,1:29.238,187.789,15:11:46
88,10,Rio Haryanto,MRT Mercedes,52,1:29.402,187.445,15:26:54
55,11,Carlos Sainz,Toro Rosso Ferrari,42,1:29.663,186.899,15:09:57
9,12,Marcus Ericsson,Sauber Ferrari,42,1:29.715,186.791,15:10:46
14,13,Fernando Alonso,McLaren Honda,41,1:29.750,186.718,15:08:51
30,14,Jolyon Palmer,Renault,35,1:29.779,186.658,14:59:56
11,15,Sergio Perez,Force India Mercedes,37,1:29.801,186.612,15:02:31
12,16,Felipe Nasr,Sauber Ferrari,38,1:29.905,186.396,15:04:41
21,17,Esteban Gutierrez ,Haas Ferrari,34,1:30.139,185.912,14:58:01
22,18,Jenson Button,McLaren Honda,39,1:30.260,185.663,15:05:43
94,19,Pascal Wehrlein,MRT Mercedes,37,1:31.182,183.786,15:03:17
27,20,Nico Hulkenberg,Force India Mercedes,8,1:31.810,182.529,14:17:27
