,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:23.214,1:22.159,1:22.000,13
6,2,Nico Rosberg,Mercedes,1:23.002,1:22.759,1:22.280,12
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:23.749,1:23.585,1:22.680,12
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:23.578,1:23.178,1:23.087,12
7,5,Kimi Räikkönen,Ferrari,1:23.796,1:23.504,1:23.113,14
5,6,Sebastian Vettel,Ferrari,1:24.124,1:23.688,1:23.334,12
77,7,Valtteri Bottas,Williams Mercedes,1:24.251,1:24.023,1:23.522,12
55,8,Carlos Sainz,Toro Rosso Ferrari,1:24.496,1:24.077,1:23.643,12
11,9,Sergio Perez,Force India Mercedes,1:24.698,1:24.003,1:23.782,16
14,10,Fernando Alonso,McLaren Honda,1:24.578,1:24.192,1:23.981,12
27,11,Nico Hulkenberg,Force India Mercedes,1:24.463,1:24.203,,13
22,12,Jenson Button,McLaren Honda,1:24.583,1:24.348,,12
26,13,Daniil Kvyat,Toro Rosso Ferrari,1:24.696,1:24.445,,11
8,14,Romain Grosjean,Haas Ferrari,1:24.716,1:24.480,,12
20,15,Kevin Magnussen,Renault,1:24.669,1:24.625,,12
21,16,Esteban Gutierrez ,Haas Ferrari,1:24.406,1:24.778,,12
30,17,Jolyon Palmer,Renault,1:24.903,,,6
19,18,Felipe Massa,Williams Mercedes,1:24.941,,,4
9,19,Marcus Ericsson,Sauber Ferrari,1:25.202,,,8
12,20,Felipe Nasr,Sauber Ferrari,1:25.579,,,8
94,21,Pascal Wehrlein,MRT Mercedes,1:25.745,,,9
88,22,Rio Haryanto,MRT Mercedes,1:25.939,,,9
