,Position,Driver,Car,Time / Gap,Laps
4,1,Ralf Schumacher,Williams BMW,1:14.966,17
3,2,Juan Pablo Montoya,Williams BMW,+0.611s,17
5,3,David Coulthard,McLaren Mercedes,+0.634s,14
1,4,Michael Schumacher,Ferrari,+0.952s,19
6,5,Kimi Räikkönen,McLaren Mercedes,+1.046s,14
8,6,Fernando Alonso,Renault,+1.073s,20
14,7,Mark Webber,Jaguar Cosworth,+1.146s,24
20,8,Olivier Panis,Toyota,+1.167s,17
2,9,Rubens Barrichello,Ferrari,+1.379s,18
7,10,Jarno Trulli,Renault,+1.410s,22
15,11,Antonio Pizzonia,Jaguar Cosworth,+2.070s,25
16,12,Jacques Villeneuve,BAR Honda,+2.135s,21
21,13,Cristiano da Matta,Toyota,+2.724s,22
10,14,Heinz-Harald Frentzen,Sauber Petronas,+2.810s,23
17,15,Jenson Button,BAR Honda,+2.842s,3
11,16,Giancarlo Fisichella,Jordan Ford,+2.942s,21
9,17,Nick Heidfeld,Sauber Petronas,+3.091s,25
12,18,Ralph Firman,Jordan Ford,+3.704s,17
19,19,Jos Verstappen,Minardi Cosworth,+3.730s,8
18,20,Justin Wilson,Minardi Cosworth,+4.078s,18
