,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Juan Pablo Montoya,Williams BMW,36,1:15.512,210.292
4,2,Ralf Schumacher,Williams BMW,37,1:15.698,209.775
5,3,David Coulthard,McLaren Mercedes,17,1:15.981,208.994
1,4,Michael Schumacher,Ferrari,19,1:16.303,208.112
6,5,Kimi Räikkönen,McLaren Mercedes,19,1:16.609,207.281
7,6,Jarno Trulli,Renault,33,1:17.025,206.161
8,7,Fernando Alonso,Renault,11,1:17.029,206.150
14,8,Mark Webber,Jaguar Cosworth,47,1:17.068,206.046
2,9,Rubens Barrichello,Ferrari,47,1:17.104,205.950
17,10,Jenson Button,BAR Honda,19,1:17.149,205.830
20,11,Olivier Panis,Toyota,36,1:17.398,205.168
15,12,Antonio Pizzonia,Jaguar Cosworth,67,1:17.416,205.120
16,13,Jacques Villeneuve,BAR Honda,49,1:17.786,204.144
21,14,Cristiano da Matta,Toyota,63,1:17.870,203.924
10,15,Heinz-Harald Frentzen,Sauber Petronas,18,1:18.099,203.326
19,16,Jos Verstappen,Minardi Cosworth,66,1:18.754,201.635
9,17,Nick Heidfeld,Sauber Petronas,21,1:18.994,201.022
11,18,Giancarlo Fisichella,Jordan Ford,23,1:19.093,200.771
12,19,Ralph Firman,Jordan Ford,13,1:19.345,200.133
18,20,Justin Wilson,Minardi Cosworth,25,1:19.588,199.522
