,Position,Driver,Car,Time / Gap,Laps
14,1,Mark Webber,Jaguar Cosworth,1:26.915,27
4,2,Ralf Schumacher,Williams BMW,+1.167s,24
8,3,Fernando Alonso,Renault,+1.345s,20
7,4,Jarno Trulli,Renault,+1.381s,19
15,5,Antonio Pizzonia,Jaguar Cosworth,+1.527s,30
1,6,Michael Schumacher,Ferrari,+1.766s,16
5,7,David Coulthard,McLaren Mercedes,+1.803s,21
20,8,Olivier Panis,Toyota,+1.858s,20
11,9,Giancarlo Fisichella,Jordan Ford,+1.867s,16
10,10,Heinz-Harald Frentzen,Sauber Petronas,+1.888s,21
6,11,Kimi Räikkönen,McLaren Mercedes,+1.931s,22
9,12,Nick Heidfeld,Sauber Petronas,+2.402s,23
3,13,Juan Pablo Montoya,Williams BMW,+2.693s,21
12,14,Ralph Firman,Jordan Ford,+2.725s,22
2,15,Rubens Barrichello,Ferrari,+2.898s,18
21,16,Cristiano da Matta,Toyota,+3.876s,25
19,17,Jos Verstappen,Minardi Cosworth,+5.176s,19
18,18,Justin Wilson,Minardi Cosworth,+5.620s,17
