,Position,Driver,Car,Laps,Time,Points
4,1,Ralf Schumacher,Williams BMW,70,1:30:49.213,10
3,2,Juan Pablo Montoya,Williams BMW,70,+13.813s,8
1,3,Michael Schumacher,Ferrari,70,+19.568s,6
6,4,Kimi Räikkönen,McLaren Mercedes,70,+38.047s,5
5,5,David Coulthard,McLaren Mercedes,70,+40.289s,4
14,6,Mark Webber,Jaguar Cosworth,70,+66.380s,3
2,7,Rubens Barrichello,Ferrari,69,+1 lap,2
20,8,Olivier Panis,Toyota,69,+1 lap,1
16,9,Jacques Villeneuve,BAR Honda,69,+1 lap,0
15,10,Antonio Pizzonia,Jaguar Cosworth,69,+1 lap,0
21,11,Cristiano da Matta,Toyota,69,+1 lap,0
10,12,Heinz-Harald Frentzen,Sauber Petronas,68,+2 laps,0
9,13,Nick Heidfeld,Sauber Petronas,68,+2 laps,0
18,14,Justin Wilson,Minardi Cosworth,67,+3 laps,0
12,15,Ralph Firman,Jordan Ford,67,+3 laps,0
19,16,Jos Verstappen,Minardi Cosworth,66,+4 laps,0
7,NC,Jarno Trulli,Renault,45,DNF,0
8,NC,Fernando Alonso,Renault,43,DNF,0
11,NC,Giancarlo Fisichella,Jordan Ford,42,DNF,0
17,NC,Jenson Button,BAR Honda,21,DNF,0
