,Position,Driver,Car,Laps,Time,Points
5,1,Michael Schumacher,Benetton Ford,78,1:49:55.372,10
8,2,Martin Brundle,McLaren Peugeot,78,+37.278s,6
28,3,Gerhard Berger,Ferrari,78,+76.824s,4
15,4,Andrea de Cesaris,Jordan Hart,77,+1 lap,3
27,5,Jean Alesi,Ferrari,77,+1 lap,2
24,6,Michele Alboreto,Minardi Ford,77,+1 lap,1
6,7,Jyrki Jarvilehto,Benetton Ford,77,+1 lap,0
19,8,Olivier Beretta,Larrousse Ford,76,+2 laps,0
26,9,Olivier Panis,Ligier Renault,76,+2 laps,0
20,10,Erik Comas,Larrousse Ford,75,+3 laps,0
11,11,Pedro Lamy,Lotus Mugen Honda,73,+5 laps,0
12,NC,Johnny Herbert,Lotus Mugen Honda,68,DNF,0
33,NC,Paul Belmondo,Pacific Ilmor,53,DNF,0
34,NC,Bertrand Gachot,Pacific Ilmor,49,DNF,0
9,NC,Christian Fittipaldi,Footwork Ford,47,DNF,0
31,NC,David Brabham,Simtek Ford,45,DNF,0
4,NC,Mark Blundell,Tyrrell Yamaha,40,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,38,DNF,0
25,NC,Eric Bernard,Ligier Renault,34,DNF,0
14,NC,Rubens Barrichello,Jordan Hart,27,DNF,0
0,NC,Damon Hill,Williams Renault,0,DNF,0
7,NC,Mika Hakkinen,McLaren Peugeot,0,DNF,0
10,NC,Gianni Morbidelli,Footwork Ford,0,DNF,0
23,NC,Pierluigi Martini,Minardi Ford,0,DNF,0
