,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Benetton Ford,1:20.464,21
7,2,Mika Hakkinen,McLaren Peugeot,+0.451s,18
28,3,Gerhard Berger,Ferrari,+0.581s,22
0,4,Damon Hill,Williams Renault,+1.566s,22
4,5,Mark Blundell,Tyrrell Yamaha,+1.809s,19
27,6,Jean Alesi,Ferrari,+2.010s,22
9,7,Christian Fittipaldi,Footwork Ford,+2.360s,21
10,8,Gianni Morbidelli,Footwork Ford,+2.431s,18
23,9,Pierluigi Martini,Minardi Ford,+2.545s,22
15,10,Andrea de Cesaris,Jordan Hart,+2.720s,19
3,11,Ukyo Katayama,Tyrrell Yamaha,+2.810s,20
14,12,Rubens Barrichello,Jordan Hart,+3.391s,22
24,13,Michele Alboreto,Minardi Ford,+3.444s,21
8,14,Martin Brundle,McLaren Peugeot,+3.472s,13
6,15,Jyrki Jarvilehto,Benetton Ford,+3.809s,17
25,16,Eric Bernard,Ligier Renault,+4.270s,21
12,17,Johnny Herbert,Lotus Mugen Honda,+4.466s,17
20,18,Erik Comas,Larrousse Ford,+5.079s,15
26,19,Olivier Panis,Ligier Renault,+5.107s,21
11,20,Pedro Lamy,Lotus Mugen Honda,+5.178s,22
19,21,Olivier Beretta,Larrousse Ford,+5.396s,15
31,22,David Brabham,Simtek Ford,+5.475s,20
34,23,Bertrand Gachot,Pacific Ilmor,+8.211s,15
33,24,Paul Belmondo,Pacific Ilmor,+9.372s,14
