,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Benetton Ford,1:21.822,9
8,2,Martin Brundle,McLaren Peugeot,+1.120s,21
4,3,Mark Blundell,Tyrrell Yamaha,+1.739s,22
20,4,Erik Comas,Larrousse Ford,+1.994s,22
7,5,Mika Hakkinen,McLaren Peugeot,+2.117s,19
28,6,Gerhard Berger,Ferrari,+2.193s,22
30,7,Heinz-Harald Frentzen,Sauber Mercedes,+2.199s,19
0,8,Damon Hill,Williams Renault,+2.638s,22
27,9,Jean Alesi,Ferrari,+2.728s,20
29,10,Karl Wendlinger,Sauber Mercedes,+3.104s,21
10,11,Gianni Morbidelli,Footwork Ford,+3.233s,16
6,12,Jyrki Jarvilehto,Benetton Ford,+3.334s,16
19,13,Olivier Beretta,Larrousse Ford,+3.595s,22
11,14,Pedro Lamy,Lotus Mugen Honda,+4.135s,20
14,15,Rubens Barrichello,Jordan Hart,+4.479s,19
12,16,Johnny Herbert,Lotus Mugen Honda,+4.605s,19
31,17,David Brabham,Simtek Ford,+4.866s,21
15,18,Andrea de Cesaris,Jordan Hart,+4.886s,9
23,19,Pierluigi Martini,Minardi Ford,+4.932s,21
25,20,Eric Bernard,Ligier Renault,+5.326s,18
24,21,Michele Alboreto,Minardi Ford,+6.419s,15
26,22,Olivier Panis,Ligier Renault,+6.940s,18
34,23,Bertrand Gachot,Pacific Ilmor,+8.026s,11
33,24,Paul Belmondo,Pacific Ilmor,+8.266s,15
3,25,Ukyo Katayama,Tyrrell Yamaha,+8.453s,8
9,26,Christian Fittipaldi,Footwork Ford,+9.191s,4
