,Position,Driver,Car,Time
20,1,Stuart  Lewis-Evans ,Vanwall,1:42.400
18,2,Stirling Moss,Vanwall,1:42.700
22,3,Tony Brooks,Vanwall,1:42.900
2,4,Juan Manuel Fangio,Maserati,1:43.100
6,5,Jean Behra,Maserati,1:43.400
4,6,Harry Schell,Maserati,1:45.100
30,7,Peter Collins,Lanica Ferrari,1:45.300
36,8,Wolfgang von Trips,Lanica Ferrari,1:45.500
32,9,Luigi Musso,Lanica Ferrari,1:45.700
34,10,Mike Hawthorn,Lanica Ferrari,1:46.100
26,11,Masten Gregory,Maserati,1:48.900
8,12,Giorgio  Scarlatti ,Maserati,1:49.200
24,13,Jo Bonnier,Maserati,1:49.700
16,14,Bruce  Halford ,Maserati,1:51.600
10,15,Paco  Godia,Maserati,1:52.200
28,16,Andre  Simon,Maserati,1:52.800
12,17,Luigi Piotti,Maserati,1:52.900
14,18,Horace  Gould ,Maserati,1:53.700
