,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:18.650
26,2,Jacques Laffite,Ligier Matra,1:19.270
1,3,James Hunt,McLaren Ford,1:19.500
11,4,Niki Lauda,Ferrari,1:19.540
6,5,Gunnar Nilsson,Lotus Ford,1:19.570
12,6,Carlos Reutemann,Ferrari,1:19.660
3,7,Ronnie Peterson,Tyrrell Ford,1:19.850
7,8,John Watson,Brabham Alfa Romeo,1:19.930
22,9,Clay Regazzoni,Ensign Ford,1:19.930
15,10,Jean-Pierre Jabouille,Renault,1:20.130
4,11,Patrick Depailler,Tyrrell Ford,1:20.140
23,12,Patrick Tambay,Ensign Ford,1:20.230
17,13,Alan  Jones,Shadow Ford,1:20.240
2,14,Jochen Mass,McLaren Ford,1:20.240
20,15,Jody Scheckter,Wolf Ford,1:20.240
16,16,Riccardo Patrese,Shadow Ford,1:20.430
28,17,Emerson Fittipaldi,Fittipaldi Ford,1:20.530
35,18,Hans Binder,Penske Ford,1:20.840
8,19,Hans-Joachim Stuck,Brabham Alfa Romeo,1:20.860
30,20,Brett Lunger,McLaren Ford,1:20.870
34,21,Jean-Pierre Jarier,Penske Ford,1:21.060
19,22,Vittorio Brambilla,Surtees Ford,1:21.120
38,23,Brian Henton,Boro Ford,1:21.130
9,24,Alex Ribeiro,March Ford,1:21.160
10,25,Ian Scheckter,March Ford,1:21.190
24,26,Rupert Keegan,Hesketh Ford,1:21.530
