,Position,Driver,Car,Time / Gap,Laps
3,1,Jenson Button,McLaren Mercedes,1:38.562,17
10,2,Romain Grosjean,Lotus Renault,+0.093s,18
9,3,Kimi Räikkönen,Lotus Renault,+0.197s,18
12,4,Nico Hulkenberg,Force India Mercedes,+0.257s,17
11,5,Paul di Resta,Force India Mercedes,+0.330s,17
15,6,Sergio Perez,Sauber Ferrari,+0.522s,20
7,7,Michael Schumacher,Mercedes,+0.579s,15
4,8,Lewis Hamilton,McLaren Mercedes,+0.616s,17
6,9,Felipe Massa,Ferrari,+0.756s,15
18,10,Pastor Maldonado,Williams Renault,+0.795s,18
14,11,Kamui Kobayashi,Sauber Ferrari,+0.796s,19
5,12,Fernando Alonso,Ferrari,+0.833s,15
1,13,Sebastian Vettel,Red Bull Racing Renault,+0.872s,13
19,14,Bruno Senna,Williams Renault,+0.981s,13
8,15,Nico Rosberg,Mercedes,+1.384s,20
17,16,Jean-Eric Vergne,STR Ferrari,+1.475s,17
16,17,Daniel Ricciardo,STR Ferrari,+1.572s,20
20,18,Heikki Kovalainen,Caterham Renault,+2.119s,15
2,19,Mark Webber,Red Bull Racing Renault,+2.720s,4
21,20,Vitaly Petrov,Caterham Renault,+3.369s,15
22,21,Pedro de la Rosa,HRT Cosworth,+4.196s,14
25,22,Charles Pic,Marussia Cosworth,+4.253s,16
23,23,Narain Karthikeyan,HRT Cosworth,+4.381s,14
24,24,Timo Glock,Marussia Cosworth,+4.562s,16
