,Position,Driver,Car,Time / Gap,Laps
18,1,Pastor Maldonado,Williams Renault,1:40.890,22
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.083s,21
2,3,Mark Webber,Red Bull Racing Renault,+0.094s,19
3,4,Jenson Button,McLaren Mercedes,+0.104s,19
5,5,Fernando Alonso,Ferrari,+0.175s,26
11,6,Paul di Resta,Force India Mercedes,+0.215s,15
7,7,Michael Schumacher,Mercedes,+0.227s,22
4,8,Lewis Hamilton,McLaren Mercedes,+0.268s,18
8,9,Nico Rosberg,Mercedes,+0.292s,21
9,10,Kimi Räikkönen,Lotus Renault,+0.730s,22
10,11,Romain Grosjean,Lotus Renault,+0.894s,15
14,12,Kamui Kobayashi,Sauber Ferrari,+0.948s,19
15,13,Sergio Perez,Sauber Ferrari,+0.971s,16
6,14,Felipe Massa,Ferrari,+1.219s,20
12,15,Jules Bianchi,Force India Mercedes,+1.285s,21
19,16,Valtteri Bottas,Williams Renault,+1.409s,24
20,17,Heikki Kovalainen,Caterham Renault,+1.552s,26
17,18,Jean-Eric Vergne,STR Ferrari,+1.868s,27
16,19,Daniel Ricciardo,STR Ferrari,+1.887s,28
21,20,Vitaly Petrov,Caterham Renault,+2.319s,19
25,21,Charles Pic,Marussia Cosworth,+3.283s,19
22,22,Pedro de la Rosa,HRT Cosworth,+4.106s,15
23,23,Narain Karthikeyan,HRT Cosworth,+4.230s,23
24,24,Timo Glock,Marussia Cosworth,+4.448s,7
