,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:38.086
4,2,Lewis Hamilton,McLaren Mercedes,1:38.410
18,3,Pastor Maldonado,Williams Renault,1:38.475
10,4,Romain Grosjean,Lotus Renault,1:38.505
9,5,Kimi Räikkönen,Lotus Renault,1:38.513
8,6,Nico Rosberg,Mercedes,1:38.623
14,7,Kamui Kobayashi,Sauber Ferrari,1:38.741
12,8,Nico Hulkenberg,Force India Mercedes,1:38.752
3,9,Jenson Button,McLaren Mercedes,1:38.801
11,10,Paul di Resta,Force India Mercedes,1:38.992
5,11,Fernando Alonso,Ferrari,1:38.707
7,12,Michael Schumacher,Mercedes,1:38.770
6,13,Felipe Massa,Ferrari,1:38.780
19,14,Bruno Senna,Williams Renault,1:39.207
15,15,Sergio Perez,Sauber Ferrari,1:39.358
20,16,Heikki Kovalainen,Caterham Renault,1:40.295
16,17,Daniel Ricciardo,STR Ferrari,1:40.358
17,18,Jean-Eric Vergne,STR Ferrari,1:40.203
2,19,Mark Webber,Red Bull Racing Renault,1:40.395
21,20,Vitaly Petrov,Caterham Renault,1:40.457
22,21,Pedro de la Rosa,HRT Cosworth,1:42.171
23,22,Narain Karthikeyan,HRT Cosworth,1:42.527
25,23,Charles Pic,Marussia Cosworth,1:42.675
