,Position,Driver,Car,Time
26,1,Jacques Laffite,Ligier Matra,1:41.350
3,2,Jody Scheckter,Tyrrell Ford,1:41.380
8,3,Carlos Pace,Brabham Alfa Romeo,1:41.530
4,4,Patrick Depailler,Tyrrell Ford,1:42.060
1,5,Niki Lauda,Ferrari,1:42.090
34,6,Hans-Joachim Stuck,March Ford,1:42.180
35,7,Carlos Reutemann,Ferrari,1:42.380
10,8,Ronnie Peterson,March Ford,1:42.640
2,9,Clay Regazzoni,Ferrari,1:42.960
22,10,Jacky Ickx,Ensign Ford,1:43.290
7,11,Rolf Stommelen,Brabham Alfa Romeo,1:43.290
6,12,Gunnar Nilsson,Lotus Ford,1:43.300
40,13,Larry Perkins,Boro Ford,1:43.320
5,14,Mario Andretti,Lotus Ford,1:43.340
16,15,Tom Pryce,Shadow Ford,1:43.630
9,16,Vittorio Brambilla,March Ford,1:43.940
17,17,Jean-Pierre Jarier,Shadow Ford,1:44.050
19,18,Alan  Jones,Surtees Ford,1:44.410
24,19,Harald Ertl,Hesketh Ford,1:44.560
30,20,Emerson Fittipaldi,Fittipaldi Ford,1:44.570
37,21,Alessandro Pesenti-Rossi,Tyrrell Ford,1:44.620
38,22,Henri Pescarolo,Surtees Ford,1:45.120
25,23,Guy Edwards,Hesketh Ford,1:45.790
18,24,Brett Lunger,Surtees Ford,1:46.480
11,25,James Hunt,McLaren Ford,2:08.760
12,26,Jochen Mass,McLaren Ford,2:11.060
28,27,John Watson,Penske Ford,2:13.950
