,Position,Driver,Car,Laps,Time,Points
10,1,Ronnie Peterson,March Ford,52,1:30:35.600,9
2,2,Clay Regazzoni,Ferrari,52,+2.300s,6
26,3,Jacques Laffite,Ligier Matra,52,+3.000s,4
1,4,Niki Lauda,Ferrari,52,+19.400s,3
3,5,Jody Scheckter,Tyrrell Ford,52,+19.500s,2
4,6,Patrick Depailler,Tyrrell Ford,52,+35.700s,1
9,7,Vittorio Brambilla,March Ford,52,+43.900s,0
16,8,Tom Pryce,Shadow Ford,52,+52.900s,0
35,9,Carlos Reutemann,Ferrari,52,+57.500s,0
22,10,Jacky Ickx,Ensign Ford,52,+72.400s,0
28,11,John Watson,Penske Ford,52,+102.200s,0
19,12,Alan  Jones,Surtees Ford,51,+1 lap,0
6,13,Gunnar Nilsson,Lotus Ford,51,+1 lap,0
18,14,Brett Lunger,Surtees Ford,50,+2 laps,0
30,15,Emerson Fittipaldi,Fittipaldi Ford,50,+2 laps,0
24,16,Harald Ertl,Hesketh Ford,49,DNF,0
38,17,Henri Pescarolo,Surtees Ford,49,+3 laps,0
37,18,Alessandro Pesenti-Rossi,Tyrrell Ford,49,+3 laps,0
17,19,Jean-Pierre Jarier,Shadow Ford,47,+5 laps,0
7,NC,Rolf Stommelen,Brabham Alfa Romeo,41,DNF,0
34,NC,Hans-Joachim Stuck,March Ford,23,DNF,0
5,NC,Mario Andretti,Lotus Ford,23,DNF,0
11,NC,James Hunt,McLaren Ford,11,DNF,0
40,NC,Larry Perkins,Boro Ford,8,DNF,0
8,NC,Carlos Pace,Brabham Alfa Romeo,4,DNF,0
12,NC,Jochen Mass,McLaren Ford,2,DNF,0
