,Position,Driver,Car,Laps,Time,Points
11,1,Elio de Angelis,Lotus Ford,53,1:25:02.212,9
6,2,Keke Rosberg,Williams Ford,53,+0.050s,6
26,3,Jacques Laffite,Ligier Matra,52,+1 lap,4
27,4,Patrick Tambay,Ferrari,52,+1 lap,3
8,5,Niki Lauda,McLaren Ford,52,+1 lap,2
30,6,Mauro Baldi,Arrows Ford,52,+1 lap,1
20,7,Chico Serra,Fittipaldi Ford,51,+2 laps,0
15,8,Alain Prost,Renault,48,DNF,0
7,NC,John Watson,McLaren Ford,44,DNF,0
4,NC,Brian Henton,Tyrrell Ford,32,DNF,0
1,NC,Nelson Piquet,Brabham BMW,31,DNF,0
33,NC,Tommy Byrne,Theodore Ford,28,DNF,0
29,NC,Marc Surer,Arrows Ford,28,DNF,0
2,NC,Riccardo Patrese,Brabham BMW,27,DNF,0
25,NC,Eddie  Cheever,Ligier Matra,22,DNF,0
12,NC,Nigel Mansell,Lotus Ford,17,DNF,0
16,NC,Rene Arnoux,Renault,16,DNF,0
9,NC,Manfred Winkelhock,ATS Ford,15,DNF,0
35,NC,Derek Warwick,Toleman Hart,7,DNF,0
36,NC,Teo Fabi,Toleman Hart,7,DNF,0
14,NC,Roberto Guerrero,Ensign Ford,6,DNF,0
3,NC,Michele Alboreto,Tyrrell Ford,1,DNF,0
17,NC,Rupert Keegan,March Ford,1,DNF,0
22,NC,Andrea de Cesaris,Alfa Romeo,0,DNF,0
5,NC,Derek Daly,Williams Ford,0,DNF,0
23,NC,Bruno Giacomelli,Alfa Romeo,0,DNF,0
