,Position,Driver,Car,Time
1,1,Nelson Piquet,Brabham Ford,1:27.612
2,2,Riccardo Patrese,Brabham Ford,1:27.971
15,3,Alain Prost,Renault,1:28.864
27,4,Patrick Tambay,Ferrari,1:29.522
16,5,Rene Arnoux,Renault,1:30.261
6,6,Keke Rosberg,Williams Ford,1:30.300
11,7,Elio de Angelis,Lotus Ford,1:31.626
3,8,Michele Alboreto,Tyrrell Ford,1:31.814
5,9,Derek Daly,Williams Ford,1:32.062
8,10,Niki Lauda,McLaren Ford,1:32.131
22,11,Andrea de Cesaris,Alfa Romeo,1:32.308
12,12,Nigel Mansell,Lotus Ford,1:32.881
23,13,Bruno Giacomelli,Alfa Romeo,1:32.950
26,14,Jacques Laffite,Ligier Matra,1:32.957
35,15,Derek Warwick,Toleman Hart,1:33.208
14,16,Roberto Guerrero,Ensign Ford,1:33.555
36,17,Teo Fabi,Toleman Hart,1:33.971
7,18,John Watson,McLaren Ford,1:34.164
4,19,Brian Henton,Tyrrell Ford,1:34.184
20,20,Chico Serra,Fittipaldi Ford,1:34.187
29,21,Marc Surer,Arrows Ford,1:34.422
25,22,Eddie  Cheever,Ligier Matra,1:34.620
30,23,Mauro Baldi,Arrows Ford,1:34.715
17,24,Rupert Keegan,March Ford,1:34.770
9,25,Manfred Winkelhock,ATS Ford,1:34.984
33,26,Tommy Byrne,Theodore Ford,1:34.985
