,Position,Driver,Car,Time
1,1,Jackie Stewart,Tyrrell Ford,1:19.300
15,2,Chris Amon,March Ford,1:19.300
12,3,Jack Brabham,Brabham Ford,1:19.600
9,4,Jochen Rindt,Lotus Ford,1:19.900
17,5,Jacky Ickx,Ferrari,1:20.000
6,6,Denny Hulme,McLaren Alfa Romeo,1:20.100
7,7,John Surtees,McLaren Ford,1:20.200
3,8,Jean-Pierre Beltoise,Matra,1:20.200
16,9,Jo Siffert,March Ford,1:20.200
5,10,Bruce McLaren,McLaren Alfa Romeo,1:20.300
8,11,Mario Andretti,March Ford,1:20.500
19,12,Jackie Oliver,BRM,1:20.900
25,13,Dave Charlton,Lotus Ford,1:20.900
10,14,John   Miles,Lotus Ford,1:21.000
14,15,Rolf Stommelen,Brabham Ford,1:21.200
20,16,Pedro Rodriguez,BRM,1:21.300
2,17,Johnny  Servoz-Gavin ,Tyrrell Ford,1:21.400
4,18,Henri Pescarolo,Matra,1:21.500
11,19,Graham Hill,Lotus Ford,1:21.600
22,20,Piers   Courage,De Tomaso Ford,1:22.000
24,21,Peter de Klerk,Lotus Ford,1:22.700
23,22,John Love,Lotus Ford,1:23.100
21,23,George Eaton,BRM,1:24.400
