,Position,Driver,Car,Laps,Time,Points
12,1,Jack Brabham,Brabham Ford,80,1:49:34.600,9
6,2,Denny Hulme,McLaren Ford,80,+8.100s,6
1,3,Jackie Stewart,March Ford,80,+17.100s,4
3,4,Jean-Pierre Beltoise,Matra,80,+73.100s,3
10,5,John   Miles,Lotus Ford,79,+1 lap,2
11,6,Graham Hill,Lotus Ford,79,+1 lap,1
4,7,Henri Pescarolo,Matra,78,+2 laps,0
23,8,John Love,Lotus Ford,78,+2 laps,0
20,9,Pedro Rodriguez,BRM,76,+4 laps,0
16,10,Jo Siffert,March Ford,75,+5 laps,0
24,11,Peter de Klerk,Brabham Ford,75,+5 laps,0
25,12,Dave Charlton,Lotus Ford,73,DNF,0
9,13,Jochen Rindt,Lotus Ford,72,DNF,0
7,NC,John Surtees,McLaren Ford,60,DNF,0
17,NC,Jacky Ickx,Ferrari,60,DNF,0
21,NC,George Eaton,BRM,58,DNF,0
2,NC,Johnny  Servoz-Gavin ,March Ford,57,DNF,0
22,NC,Piers   Courage,De Tomaso Ford,39,DNF,0
5,NC,Bruce McLaren,McLaren Ford,39,DNF,0
8,NC,Mario Andretti,March Ford,26,DNF,0
14,NC,Rolf Stommelen,Brabham Ford,23,DNF,0
19,NC,Jackie Oliver,BRM,22,DNF,0
15,NC,Chris Amon,March Ford,14,DNF,0
