,Position,Driver,Car,Time
11,1,James Hunt,McLaren Ford,1:18.520
1,2,Niki Lauda,Ferrari,1:18.840
4,3,Patrick Depailler,Tyrrell Ford,1:19.110
12,4,Jochen Mass,McLaren Ford,1:19.140
2,5,Clay Regazzoni,Ferrari,1:19.150
9,6,Vittorio Brambilla,March Ford,1:19.270
6,7,Gunnar Nilsson,Lotus Ford,1:19.350
26,8,Jacques Laffite,Ligier Matra,1:19.390
5,9,Mario Andretti,Lotus Ford,1:19.590
22,10,Chris Amon,Ensign Ford,1:19.830
8,11,Carlos Pace,Brabham Alfa Romeo,1:19.930
7,12,Carlos Reutemann,Brabham Alfa Romeo,1:20.120
28,13,John Watson,Penske Ford,1:20.170
3,14,Jody Scheckter,Tyrrell Ford,1:20.190
17,15,Jean-Pierre Jarier,Shadow Ford,1:20.210
10,16,Ronnie Peterson,March Ford,1:20.340
34,17,Hans-Joachim Stuck,March Ford,1:20.400
35,18,Arturo Merzario,March Ford,1:20.630
30,19,Emerson Fittipaldi,Fittipaldi Ford,1:20.710
19,20,Alan  Jones,Surtees Ford,1:20.870
20,21,Jacky Ickx,Wolf-Williams,1:21.130
16,22,Tom Pryce,Shadow Ford,1:21.190
21,23,Michel Leclere,Wolf-Williams,1:21.290
37,24,Larry Perkins,Boro Ford,1:21.520
