,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,77,1:46:25.721,10
6,2,David Coulthard,Williams Renault,77,+33.398s,6
28,3,Gerhard Berger,Ferrari,76,+1 lap,4
2,4,Johnny Herbert,Benetton Renault,76,+1 lap,3
30,5,Heinz-Harald Frentzen,Sauber Ford,76,+1 lap,2
26,6,Olivier Panis,Ligier Mugen Honda,76,+1 lap,1
14,7,Rubens Barrichello,Jordan Peugeot,76,+1 lap,0
24,8,Luca Badoer,Minardi Ford,75,+2 laps,0
23,9,Pedro Lamy,Minardi Ford,74,+3 laps,0
29,10,Jean-Christophe Boullion,Sauber Ford,74,+3 laps,0
1,11,Michael Schumacher,Benetton Renault,73,DNF,0
17,12,Andrea Montermini,Pacific Ilmor,73,+4 laps,0
15,13,Eddie Irvine,Jordan Peugeot,70,DNF,0
25,NC,Martin Brundle,Ligier Mugen Honda,67,DNF,0
4,NC,Mika Salo,Tyrrell Yamaha,58,DNF,0
7,NC,Mark Blundell,McLaren Mercedes,54,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,46,DNF,0
9,NC,Massimiliano Papis,Footwork Hart,45,DNF,0
27,NC,Jean Alesi,Ferrari,42,DNF,0
21,NC,Pedro Diniz,Forti Ford,32,DNF,0
10,NC,Taki Inoue,Footwork Hart,13,DNF,0
22,NC,Roberto Moreno,Forti Ford,8,DNF,0
16,NC,Giovanni Lavaggi,Pacific Ilmor,5,DNF,0
8,NC,Mika Hakkinen,McLaren Mercedes,3,DNF,0
