,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:32.515,26
6,2,Kimi Räikkönen,Ferrari,+0.236s,24
1,3,Fernando Alonso,McLaren Mercedes,+0.417s,27
9,4,Nick Heidfeld,Sauber BMW,+0.460s,35
10,5,Robert Kubica,Sauber BMW,+0.690s,34
5,6,Felipe Massa,Ferrari,+1.090s,24
11,7,Ralf Schumacher,Toyota,+1.310s,32
7,8,Jenson Button,Honda,+1.421s,28
14,9,David Coulthard,Red Bull Renault,+1.547s,25
8,10,Rubens Barrichello,Honda,+1.627s,25
12,11,Jarno Trulli,Toyota,+1.637s,34
17,12,Alexander Wurz,Williams Toyota,+1.830s,32
16,13,Nico Rosberg,Williams Toyota,+2.048s,32
23,14,Anthony Davidson,Super Aguri Honda,+2.052s,30
15,15,Mark Webber,Red Bull Renault,+2.168s,22
22,16,Takuma Sato,Super Aguri Honda,+2.193s,36
18,17,Vitantonio Liuzzi,STR Ferrari,+2.392s,31
4,18,Heikki Kovalainen,Renault,+2.406s,21
3,19,Giancarlo Fisichella,Renault,+2.562s,22
19,20,Scott Speed,STR Ferrari,+3.128s,15
20,21,Adrian Sutil,Spyker Ferrari,+3.825s,22
21,22,Markus Winkelhock,Spyker Ferrari,+4.601s,30
