,Position,Driver,Car,Time
6,1,Kimi Räikkönen,Ferrari,1:31.450
1,2,Fernando Alonso,McLaren Mercedes,1:31.741
5,3,Felipe Massa,Ferrari,1:31.778
9,4,Nick Heidfeld,Sauber BMW,1:31.840
10,5,Robert Kubica,Sauber BMW,1:32.123
15,6,Mark Webber,Red Bull Renault,1:32.476
4,7,Heikki Kovalainen,Renault,1:32.478
12,8,Jarno Trulli,Toyota,1:32.501
11,9,Ralf Schumacher,Toyota,1:32.570
2,10,Lewis Hamilton,McLaren Mercedes,1:33.833
16,11,Nico Rosberg,Williams Toyota,1:31.978
17,12,Alexander Wurz,Williams Toyota,1:31.996
3,13,Giancarlo Fisichella,Renault,1:32.010
8,14,Rubens Barrichello,Honda,1:32.221
23,15,Anthony Davidson,Super Aguri Honda,1:32.451
22,16,Takuma Sato,Super Aguri Honda,1:32.838
7,17,Jenson Button,Honda,1:32.983
19,18,Scott Speed,STR Ferrari,1:33.038
18,19,Vitantonio Liuzzi,STR Ferrari,1:33.148
14,20,David Coulthard,Red Bull Renault,1:33.151
20,21,Adrian Sutil,Spyker Ferrari,1:34.500
21,22,Markus Winkelhock,Spyker Ferrari,1:35.940
