,Position,Driver,Car,Laps,Time,Points
9,1,Bruce McLaren,Cooper Climax,42,2:12:35.700,8
6,2,Maurice  Trintignant,Cooper Climax,42,+0.600s,7
2,3,Tony Brooks,Ferrari,42,+180.900s,4
8,4,Jack Brabham,Cooper Climax,42,+297.300s,3
10,5,Innes Ireland,Lotus Climax,39,+3 laps,2
4,6,Wolfgang von Trips,Ferrari,38,+4 laps,0
17,7,Harry  Blanchard ,Porsche,38,+4 laps,0
12,NC,Roy Salvadori,Cooper Maserati,23,DNF,0
3,NC,Cliff Allison,Ferrari,23,DNF,0
1,NC,Rodger Ward,Kurtis Kraft Offenhauser,20,DNF,0
14,NC,Alessandro de Tomaso,Cooper OSCA,13,DNF,0
5,NC,Phil Hill,Ferrari,8,DNF,0
15,NC,Fritz d'Orey,Tec-Mec Maserati,6,DNF,0
19,NC,Harry Schell,Cooper Climax,5,DNF,0
16,NC,George  Constantine,Cooper Climax,5,DNF,0
7,NC,Stirling Moss,Cooper Climax,5,DNF,0
11,NC,Alan  Stacey ,Lotus Climax,1,DNF,0
18,NC,Bob  Said ,Connaught Alta,0,DNF,0
