,Position,Driver,Car,Time
1,1,Juan Manuel Fangio,Lanica Ferrari,9:51.200
2,2,Peter Collins,Lanica Ferrari,9:51.500
3,3,Eugenio Castellotti,Lanica Ferrari,9:54.400
7,4,Stirling Moss,Maserati,10:03.400
4,5,Luigi Musso,Lanica Ferrari,10:20.300
8,7,Umberto  Maglioli,Maserati,10:23.500
6,8,Jean Behra,Maserati,10:31.600
16,9,Roy Salvadori,Maserati,10:32.400
5,10,Alfonso de Portago ,Lanica Ferrari,10:37.100
21,11,Bruce  Halford ,Maserati,11:04.100
12,12,Harry Schell,Maserati,11:16.500
19,13,Horace  Gould ,Maserati,11:33.200
15,14,Louis  Rosier,Maserati,11:39.000
10,15,Robert  Manzon,Gordini,11:55.800
20,16,Paco  Godia,Maserati,11:57.600
14,17,Giorgio  Scarlatti ,Maserati,13:05.200
22,19,Ottorino  Volonterio ,Maserati,14:17.100
18,20,Luigi  Villoresi,Maserati,
11,21,Andre  Milhoux ,Gordini,
