,Position,Driver,Car,Laps,Time,Points
12,1,Gilles Villeneuve,Ferrari,70,1:57:49.196,9
20,2,Jody Scheckter,Wolf Ford,70,+13.370s,6
11,3,Carlos Reutemann,Ferrari,70,+19.410s,4
35,4,Riccardo Patrese,Arrows Ford,70,+24.670s,3
4,5,Patrick Depailler,Tyrrell Ford,70,+28.560s,2
22,6,Derek Daly,Ensign Ford,70,+54.480s,1
3,7,Didier Pironi,Tyrrell Ford,70,+81.250s,0
8,8,Patrick Tambay,McLaren Ford,70,+86.560s,0
27,9,Alan  Jones,Williams Ford,70,+88.940s,0
5,10,Mario Andretti,Lotus Ford,69,+1 lap,0
66,11,Nelson Piquet,Brabham Alfa Romeo,69,+1 lap,0
15,12,Jean-Pierre Jabouille,Renault,65,+5 laps,0
32,NC,Keke Rosberg,ATS Ford,58,+12 laps,0
26,NC,Jacques Laffite,Ligier Matra,52,DNF,0
7,NC,James Hunt,McLaren Ford,51,DNF,0
55,NC,Jean-Pierre Jarier,Lotus Ford,49,DNF,0
18,NC,Rene Arnoux,Surtees Ford,37,DNF,0
21,NC,Bobby Rahal,Wolf Ford,16,DNF,0
2,NC,John Watson,Brabham Alfa Romeo,8,DNF,0
1,NC,Niki Lauda,Brabham Alfa Romeo,5,DNF,0
16,NC,Hans-Joachim Stuck,Shadow Ford,1,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,0,DNF,0
