,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Sebastian Vettel,Ferrari,1:17.244,1:16.802,1:16.276,14
7,2,Kimi Räikkönen,Ferrari,1:17.364,1:17.207,1:16.444,14
77,3,Valtteri Bottas,Mercedes,1:18.058,1:17.362,1:16.530,18
44,4,Lewis Hamilton,Mercedes,1:17.492,1:16.693,1:16.707,17
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:17.266,1:17.028,1:16.797,14
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:17.702,1:17.698,1:16.818,14
27,7,Nico Hulkenberg,Renault,1:18.137,1:17.655,1:17.468,14
14,8,Fernando Alonso,McLaren Honda,1:18.395,1:17.919,1:17.549,17
2,9,Stoffel Vandoorne,McLaren Honda,1:18.479,1:18.000,1:17.894,17
55,10,Carlos Sainz,Toro Rosso,1:18.948,1:18.311,1:18.912,19
30,11,Jolyon Palmer,Renault,1:18.699,1:18.415,,14
31,12,Esteban Ocon,Force India Mercedes,1:18.843,1:18.495,,16
26,13,Daniil Kvyat,Toro Rosso,1:18.702,1:18.538,,15
11,14,Sergio Perez,Force India Mercedes,1:19.095,1:18.639,,15
8,15,Romain Grosjean,Haas Ferrari,1:19.085,1:18.771,,15
20,16,Kevin Magnussen,Haas Ferrari,1:19.095,,,9
18,17,Lance Stroll,Williams Mercedes,1:19.102,,,9
94,18,Pascal Wehrlein,Sauber Ferrari,1:19.839,,,9
40,19,Paul di Resta,Williams Mercedes,1:19.868,,,11
9,20,Marcus Ericsson,Sauber Ferrari,1:19.972,,,8
