,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,70,1:39:46.713,25
7,2,Kimi Räikkönen,Ferrari,70,+0.908s,18
77,3,Valtteri Bottas,Mercedes,70,+12.462s,15
44,4,Lewis Hamilton,Mercedes,70,+12.885s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,70,+13.276s,10
14,6,Fernando Alonso,McLaren Honda,70,+71.223s,8
55,7,Carlos Sainz,Toro Rosso,69,+1 lap,6
11,8,Sergio Perez,Force India Mercedes,69,+1 lap,4
31,9,Esteban Ocon,Force India Mercedes,69,+1 lap,2
2,10,Stoffel Vandoorne,McLaren Honda,69,+1 lap,1
26,11,Daniil Kvyat,Toro Rosso,69,+1 lap,0
30,12,Jolyon Palmer,Renault,69,+1 lap,0
20,13,Kevin Magnussen,Haas Ferrari,69,+1 lap,0
18,14,Lance Stroll,Williams Mercedes,69,+1 lap,0
94,15,Pascal Wehrlein,Sauber Ferrari,68,+2 laps,0
9,16,Marcus Ericsson,Sauber Ferrari,68,+2 laps,0
27,17,Nico Hulkenberg,Renault,67,DNF,0
40,NC,Paul di Resta,Williams Mercedes,60,DNF,0
8,NC,Romain Grosjean,Haas Ferrari,20,DNF,0
3,NC,Daniel Ricciardo,Red Bull Racing TAG Heuer,0,DNF,0
